id,name,slug,status,exempt,types,jurisdiction,address,location,email,other_emails,phone,fax,website,twitter,twitter_handles,parent,appeal_agency,can_email_appeals,url,foia_logs,foia_guide,public_notes,absolute_url,average_response_time,fee_rate,success_rate
5986,Department of Labor,department-of-labor,approved,False,[],111,,,communications@dol.ks.gov,,785-296-0901,,,,,,,False,https://www.dol.ks.gov/Contact.aspx,,,,/agency/kansas-111/department-of-labor-5986/,0,0.0,0.0
6364,University of Kansas Athletics,university-kansas-athletics,approved,False,[],111,"Jim Marchiony
Associate Athletics Director/Public Affairs
Kansas Athletics, Inc.
1651 Naismith Drive
Lawrence, KS 66045",,,,,,http://www.kuathletics.com/sports/2013/6/25/GEN_0625132547.aspx,,,,,False,,,,,/agency/kansas-111/university-kansas-athletics-6364/,61,100.0,100.0
3925,Department of Revenue,department-of-revenue,approved,False,[],111,"Kansas Department of Revenue 
Record Requests 
915 SW Harrison Street 
Topeka, KS 66625-3570",,,,785-296-3081,785-296-7928,,,,,,False,http://www.ksrevenue.org/recrequest.html,,,Use this form: https://d3gn0r3afghep.cloudfront.net/foia_files/2016/03/07/pr50.pdf,/agency/kansas-111/department-of-revenue-3925/,23,0.0,25.0
6411,Kansas Department of Education,department-of-education,approved,False,[],111,"KANSAS STATE DEPARTMENT OF EDUCATION
Office of General Cousel
900 SW Jackson Street
Topeka, Kansas 66612",,caustin@ksde.org,,785-296-3204,,,,,,,False,http://www.ksde.org/Portals/0/Directories/2014-2015EducationalDirectory/A2.%20Staff%20Directory%20by%20Division%202014.pdf?ver=2015-03-20-161039-907,,,,/agency/kansas-111/department-of-education-6411/,5,0.0,100.0
5705,Kansas Surplus Property,kansas-surplus-property,approved,False,[],111,"DEPARTMENT OF ADMINISTRATION
KANSAS SURPLUS PROPERTY
2830 SW KANZA DRIVE
TOPEKA, KS  66606",,,,785-296-8990,785-296-4060,,,,,,False,,,,,/agency/kansas-111/kansas-surplus-property-5705/,253,0.0,100.0
3980,Department of Corrections,department-corrections,approved,False,[u'Corrections'],111,"Kansas Department of Corrections 
C/O Public Information Officer, 
900 SW Jackson - 4th Floor
Landon State Office Building
Topeka, Kansas 66612-1284 
",,kdocpub@kdoc.dc.state.ks.us,kdocpub@doc.ks.gov, (785) 215‐2857,,,,,,,False,http://www.doc.ks.gov/news-room/KORA%20Brochure.pdf,,,,/agency/kansas-111/department-corrections-3980/,12,0.0,41.66666666666667
335,Herington City Manager,city-manager,approved,False,[u'City Hall'],112,"17 N Broadway
Herington, KS 67449",,cathy@cityofherington.com,,(785) 258-2271,(785) 258-3552,,,,,,False,http://www.lkm.org/directory/cities.php?ID=278,,,,/agency/herington-112/city-manager-335/,4,0.0,50.0
7984,Houston police department,houston-police-department,rejected,False,[],113,,,,,,,,,,,,False,,,,,/agency/houston-113/houston-police-department-7984/,0,0,0
7706,Mayor's Office,mayors-office,approved,False,[],113,"Darian Ward
Mayor's Communications Office
City Hall
901 Bagby, 2nd Floor
Houston, TX 77002",,darian.ward@houstontx.gov,,832-393-0804,,,,,,,False,http://www.houstontx.gov/pia.html#myr,,,,/agency/houston-113/mayors-office-7706/,7,0.0,100.0
7517,Houston Emergency Center,houston-emergency-center,approved,False,[],113,"City of Houston
ATTN: Houston Emergency Center
P.O. Box 1562
Houston, TX 77251",,joe.laud@houstontx.gov,,832-393-2766,,,,,,,False,http://www.houstontx.gov/hec/,,,,/agency/houston-113/houston-emergency-center-7517/,0,0,0
7151,Houston First Corporation,houston-first-corporation,approved,False,[],113,"Houston First Corporation
1001 Avenida de las Americas
Houston, Texas 77010",,lisa.hargrove@houstonfirst.com,,713-853-8083,713-853-8091,,,,,,False,http://www.houstonfirst.com/contact-us/,,,,/agency/houston-113/houston-first-corporation-7151/,16,0.0,100.0
4254,"Office of the City Secretary, Houston",office-city-secretary-houston,approved,False,[u'City Hall'],113,"Anna Russell
Office of the City Secretary
City Hall Annex
901 Bagby, Rm P101
Houston, TX 77002 
",,anna.russell@houstontx.gov,,832.393.1100,713.247.1907,http://www.houstontx.gov/,,,,,False,,,http://www.houstontx.gov/Public-Information-Requests#csc,,/agency/houston-113/office-city-secretary-houston-4254/,38,66.66666666666666,66.66666666666666
5046,Houston Independent School District,houston-independent-school-district,approved,False,"[u'School', u'School District']",113,"Houston Independent School District
Public Information Office
4400 W. 18th Street
Houston, TX 77092-8501
",,publicinformation@houstonisd.org,,713-556-6000,,http://www.houstonisd.org/site/default.aspx?PageID=1,,,,,False,,,,,/agency/houston-113/houston-independent-school-district-5046/,246,100.0,0.0
5396,Houston Community College,houston-community-college,approved,False,[],113,"FRITZ GUTHRIE, COMMUNICATIONS SERVICES DIRECTOR 
3100 MAIN 
#12TH FLOOR 
HOUSTON, TX  77002 ",,communications@hccs.edu,,713-718-2335,713-718-5166,,,,,,False,http://www.hccs.edu/district/about-us/mediaroom/,,,,/agency/houston-113/houston-community-college-5396/,81,0.0,0.0
6495,Houston Finance Department,houston-finance-department,approved,False,[],113,"Darian Ward
Mayor's Communications Office
City Hall 
901 Bagby, 2nd Floor
Houston, Texas 77002",,finopenrecordsrequest@houstontx.gov,,832.393.0804,,http://www.houstontx.gov/pia.html,,,,,False,,,,,/agency/houston-113/houston-finance-department-6495/,0,0.0,0.0
6496,Administration and Regulatory Affairs,administration-and-regulatory-affairs,approved,False,[],113,"Francis X. Carmody
Deputy Director
Administration and Regulatory Affairs
611 Walker, 5th Floor
Houston, Texas 77002",,araopenrecordsrequest@houstontx.gov,,832.395.9390,,http://www.houstontx.gov/pia.html,,,,,False,,,,,/agency/houston-113/administration-and-regulatory-affairs-6496/,29,50.0,0.0
4128,Houston Legal Department,houston-legal-department,approved,False,[u'Law Department'],113,"Legal Assistant for Public Information
Legal Department, General Counsel Division
City Hall Annex, 4th Floor
Houston, TX 77002",,legal.publicinfo@houstontx.gov,,832.393.6444,832.393.6259,http://www.houstontx.gov/pia.html#lgl,,,,,False,,,,,/agency/houston-113/houston-legal-department-4128/,95,50.0,50.0
336,Houston Police Department,police-department,approved,False,[u'Police'],113,"Houston Police Department
1200 Travis Street
Houston, TX 77002",,hpd.openrecords@houstonpolice.org,,713-308-3200,713.308.3260,,,,,,False,http://www.houstontx.gov/police/public_information.htm,,,"The Texas Public Information Act (""TPIA"")",/agency/houston-113/police-department-336/,32,22.857142857142858,42.857142857142854
8518,Arkansas Economic Development Commission,arkansas-economic-development-commission,approved,False,[],114,"Public records request
900 West Capitol Avenue
Suite 400
Little Rock, AR 72201",,info@arkansasedc.com,,,,,,,,,False,,,,,/agency/arkansas-114/arkansas-economic-development-commission-8518/,11,0.0,0.0
8177,Department of Education,department-of-education,approved,False,[],114,"4 Capitol Mall #26, Little Rock, AR 72201",,Tiffany.thomas@arkansas.gov,,501-682-4475,,,,,,,False,http://www.arkansased.gov/,,,,/agency/arkansas-114/department-of-education-8177/,3,0.0,50.0
5335,University of Arkansas,university-of-arkansas,approved,False,[],114,"Director of Records &Data Serv 
UNHS309 
University of Arkansas 
Fayetteville, AR 72701",,FOIA@uark.edu,,479-575-6980,,https://publicinfo.uark.edu/public-records-and-information/faculty-and-staff-guide-to-foia.php,,,,,False,http://directory.uark.edu/people/mjf001,,,,/agency/arkansas-114/university-of-arkansas-5335/,4,0.0,11.11111111111111
825,Arkansas State Police,arkansas-state-police,approved,False,[u'Police'],114,"Arkansas State Police Headquarters
1 State Police Plaza Drive
Little Rock, AR 72209",,bill.sadler@asp.arkansas.gov,info@asp.arkansas.gov,501-618-8230,,,,,,,False,http://www.asp.state.ar.us/asp/directory.html,,,,/agency/arkansas-114/arkansas-state-police-825/,8,0.0,0.0
4829,Office of the Attorney General,office-of-the-attorney-general,approved,False,[],114,"Attorney General’s Office
200 Catlett Prien Tower Building
Little Rock, AR 72201",,,,501.682.2007,501.682.8084,http://arkansasag.gov/media-center/foia/,,,,,False,,,,,/agency/arkansas-114/office-of-the-attorney-general-4829/,0,0.0,0.0
4936,University of Arkansas Libraries,university-of-arkansas-libraries,approved,False,[u'College or University'],114,"University of Arkansas Libraries
365 N. McIlroy Ave.
Fayetteville, AR 72701-4002",,,,479-575-4104,479-575-6656,http://libinfo.uark.edu/,,,,,False,,,,,/agency/arkansas-114/university-of-arkansas-libraries-4936/,15,0.0,0.0
3969,Department of Correction,department-correction,approved,False,[u'Corrections'],114,"Arkansas Department of Correction
P.O. Box 8707 
Pine Bluff, AR 71611-8707",,ADC.webmaster@arkansas.gov,,870-267-6999,8702676616,http://adc.arkansas.gov/Pages/default.aspx,,,,,False,,,,,/agency/arkansas-114/department-correction-3969/,16,5.88235294117647,5.88235294117647
4087,"Department of Career Education, Law Enforcement Support Office (LESO)",department-career-education-law-enforcement-support-office-leso,approved,False,[u'Education'],114,"Arkansas Department of Career Education, Law Enforcement Support Office
Three Capitol Mall
Little Rock, AR 72201 ",,James.Ray@arkansas.gov,,(501) 682-1137,,,,,,,False,http://ace.arkansas.gov/cte/Pages/LESO.aspx,,,,/agency/arkansas-114/department-career-education-law-enforcement-support-office-leso-4087/,2,0.0,100.0
4141,Danville Police Department,danville-police-department,approved,False,[],114,"Danville Police Department
1299 E 8th St 
Danville, AR 72833",,,,479-495-2121,479-495-2122,,,,,,False,https://www.facebook.com/pages/Danville-AR-Police-Department/169649384267?sk=info,,,,/agency/arkansas-114/danville-police-department-4141/,27,0.0,100.0
4142,Yell County Sheriff's Department,yell-county-sheriffs-department,approved,False,[],114,"Yell County Sheriff's Department
PO Box 99
Danville, AR 72833

",,yellso@arkwest.com,,479-495-4881,479-495-4892,http://www.yellcountysheriff.org/,,,,,False,http://www.yellcountysheriff.org/Contact.html,,,,/agency/arkansas-114/yell-county-sheriffs-department-4142/,2,0.0,25.0
5244,Arkansas State University,arkansas-state-university,approved,False,[],114,"PO Box 600
State University, AR  72467",,jhankins@asusystem.edu,,870-680-8436,,,,,,,False,https://webapps.astate.edu/expenditures/index.php,,,,/agency/arkansas-114/arkansas-state-university-5244/,0,0.0,0.0
5255,Arkansas State Board of Election Commissioners,arkansas-state-board-of-election-commissioners,approved,False,[],114,"State Board of Election Commissioners
501 Woodlane Dr., Suite 401 N
Little Rock, AR 72201",,Info.SBEC@sos.arkansas.gov,,501-682-1834,501-682-1782,,,,,,False,http://www.arkansas.gov/sbec/contact-us/,,,,/agency/arkansas-114/arkansas-state-board-of-election-commissioners-5255/,15,0.0,0.0
4679,Department of Health,department-of-health,approved,False,[],114,"Arkansas Department of Health
4815 West Markham Street
Little Rock Arkansas 72205  ",,rick.hogan@arkansas.gov,,501-661-2252,501-661-2357,,,,,,False,http://www.healthy.arkansas.gov/aboutADH/Pages/FOIA.aspx,,,,/agency/arkansas-114/department-of-health-4679/,0,0,0
6276,Arkansas Secretary of State,arkansas-secretary-of-state,approved,False,[],114,"Arkansas Secretary of State 
State Capitol, Suite 256
500 Woodlane Street
Little Rock, AR 72201",,general_info@sos.arkansas.gov,,501-682-3401,,,,,,,False,http://www.sos.arkansas.gov/aboutOffice/Pages/ContactUs.aspx,,,,/agency/arkansas-114/arkansas-secretary-of-state-6276/,0,0.0,0.0
6387,Arkansas Department of Corrections,arkansas-department-of-corrections,rejected,False,[],114,,,,,,,,,,,,False,,,,,/agency/arkansas-114/arkansas-department-of-corrections-6387/,0,0,0
4796,Office of the Governor,office-governor,approved,False,[],114,"Office of the Governor
State Capitol
500 Woodlane Street,
Suite 250
Little Rock, AR 72201
",,,,501-682-2345,501-682-1382,http://governor.arkansas.gov/,,,,,False,,,,,/agency/arkansas-114/office-governor-4796/,2,0.0,0.0
3927,Alabama Department of Revenue,alabama-department-of-revenue,rejected,False,[],114,,,,,,,,,,,,False,,,,,/agency/arkansas-114/alabama-department-of-revenue-3927/,0,0,0
3903,Department of Finance and Administration,department-of-finance-and-administration,approved,False,[],114,"Department of Finance and Administration
Office of Accounting
P.O. Box 3278
Little Rock, AR 72203 ",,acctuser@dfa.arkansas.gov,,501-682-1675,,,,,,,False,http://www.dfa.arkansas.gov/offices/accounting/financialManagementGuide/Pages/introduction.aspx,,,,/agency/arkansas-114/department-of-finance-and-administration-3903/,1,0.0,0.0
6460,Arkansas Parole Board,arkansas-parole-board,approved,False,[],114,"Arkansas Parole Board
Two Union National Plaza Bldg.
105 W. Capitol Avenue, Suite 500
Little Rock, AR 72201",,APB.press@arkansas.gov,,(501) 682-3850,(501) 683-5381,http://paroleboard.arkansas.gov/Clemency/Pages/default.aspx,,,,,False,,,,,/agency/arkansas-114/arkansas-parole-board-6460/,30,0.0,66.66666666666666
6525,State of Arkansas - Department of Human Services,state-of-arkansas-department-of-human-services,rejected,False,[],114,,,,,,,,,,,,False,,,,,/agency/arkansas-114/state-of-arkansas-department-of-human-services-6525/,0,0,0
6532,"Department of Human Services, Division of Medical Services",ar-department-of-human-services-division-of-medical-services,approved,False,[],114,"Department of Human Services
Division of Medical Services
P.O. Box 1437, Slot S401
Little Rock, AR 72203-1437",,,,501-682-8292,501-682-1197,,,,,,False,http://humanservices.arkansas.gov/dms/Pages/default.aspx,,,,/agency/arkansas-114/ar-department-of-human-services-division-of-medical-services-6532/,0,0.0,0.0
2587,Arkansas Department of Human Services,arkansas-department-human-services,approved,False,[],114,"Donaghey Plaza
P.O. Box 1437
Little Rock, AR 72203",,Andrew.Marsh@dhs.arkansas.gov,,501-682-8650,,,,,,,False,http://humanservices.arkansas.gov/pressroom/Pages/default.aspx,,,,/agency/arkansas-114/arkansas-department-human-services-2587/,1,0.0,14.285714285714285
338,North Little Rock Police Department,police-department,approved,False,[u'Police'],115,"200 West Pershing Boulevard
North Little Rock, Arkansas 72114",,PIO@NLRPolice.org,,501-758-1234,,,,,,,False,http://www.nlrpolice.org/,,,,/agency/north-little-rock-115/police-department-338/,1,0.0,14.285714285714285
8872,Ohio House of Representatives,house-of-representatives,approved,False,[],116,"Ohio House of Representatives
ATTN: Clerk, Public Information Officer
77 S. High Street
Columbus, OH 43215",,,,,614-644-8744,,,,,,False,http://www.ohiohouse.gov/,,,,/agency/ohio-116/house-of-representatives-8872/,0,0.0,0.0
8829,Ohio Department of Job and Family Services,ohio-department-of-job-and-family-services,approved,False,[],116,,,legal@jfs.ohio.gov,,614-466-4605,,,,,,,False,http://jfs.ohio.gov/,,,,/agency/ohio-116/ohio-department-of-job-and-family-services-8829/,0,0.0,0.0
8562,State of Ohio Medical Board,state-of-ohio-medical-board,approved,False,[],116,"30 E. Broad Street, 3rd Floor
Columbus, OH 43215",,Med-PublicRecordRequests@med.ohio.gov,,614-466-3934,614-728-5946,,,,,,False,http://www.med.ohio.gov,,,,/agency/ohio-116/state-of-ohio-medical-board-8562/,5,0.0,50.0
8537,Kent State University,kent-state-university,approved,False,[],116,"Kent State University
P.O. Box 5190
Kent, OH 44242-0001",,legal@kent.edu,,330-672-2982,,https://www.kent.edu/generalcounsel/what-freedom-information-act-foia,,,,,False,,,,,/agency/ohio-116/kent-state-university-8537/,0,0.0,0.0
7657,Ohio Department of Medicaid,ohio-department-medicaid,approved,False,[],116,,,mallory.bailey@medicaid.ohio.gov,,614-752-4118,,http://medicaid.ohio.gov/,,,,,False,,,,,/agency/ohio-116/ohio-department-medicaid-7657/,34,0.0,50.0
7639,Department of Medicaid,department-of-medicaid,rejected,False,[],116,"50 West Town Street, Suite 400, Columbus, Ohio 43215",,,,,,,,,,,False,http://www.medicaid.ohio.gov/CONTACT.aspx,,,,/agency/ohio-116/department-of-medicaid-7639/,0,0,0
7383,Ohio Court of Claims,ohio-court-claims,approved,False,[],116,"Thomas J. Moyer 
Ohio Judicial Center
65 South Front Street,
Third Floor
Columbus, OH 43215",,intake@ohiocourtofclaims.gov,,614.387.9800,,https://ohiocourtofclaims.gov/public-records.php,,,,,False,,,,,/agency/ohio-116/ohio-court-claims-7383/,0,0,0
3063,Ohio Department of Rehabilitation and Correction,ohio-department-rehabilitation-and-correction,approved,False,[u'Corrections'],116,"Ohio Department of Rehabilitation and Correction 
Office of Communications
770 West Broad Street
Columbus, OH 43222",,drc.publicinfo@odrc.state.oh.us,joellen.smith@odrc.state.oh.us,614-752-1150,614-752-1171,,,,,,False,http://www.drc.ohio.gov/Public/publicinformation.htm,,,,/agency/ohio-116/ohio-department-rehabilitation-and-correction-3063/,33,3.225806451612903,25.806451612903224
6229,Central Ohio Transit Authority,central-ohio-transit-authority,approved,False,[],116,"Central Ohio Transit Authority
William J. Lhota Building
33 N. High St., Columbus, Ohio 43215",,stittwc@cota.com,,614-275-5800,,,,,,,False,,,,,/agency/ohio-116/central-ohio-transit-authority-6229/,0,0.0,0.0
4096,Ohio Department of Public Safety,ohio-department-public-safety,approved,False,[],116,"Ohio Department of Public Safety
1970 West Broad Street
Columbus, Ohio 43223",,,,(614) 466-4344,6147528410,http://www.publicsafety.ohio.gov/contacts.stm,,,,,False,http://publicsafety.ohio.gov/media_center.stm,,,,/agency/ohio-116/ohio-department-public-safety-4096/,22,0.0,46.15384615384615
5544,University of Cincinnati Police Department,university-cincinnati-police-department,approved,False,[u'Police'],116,,,kimberly.napier@uc.edu,,513-556-4902,513-556-4940,,,,,,False,https://www.uc.edu/publicsafety/records-reports.html,,,"University of Cincinnati, Department of Public Safety
Kimberly Napier 
Records Management Officer
51 W. Cory Blvd., 3 Edwards
Cincinnati, OH 45221-0215",/agency/ohio-116/university-cincinnati-police-department-5544/,3,0.0,100.0
5556,Ohio Department of Higher Education,ohio-department-higher-education,approved,False,[],116,"Ohio Department of Higher Education
25 South Front Street
Columbus, Ohio 43215",,,,(614) 466-6000,(614) 466-5866,https://www.ohiohighered.org/,,,,,False,,,,,/agency/ohio-116/ohio-department-higher-education-5556/,0,0,0
470,Ohio University,ohio-university,approved,False,[u'School'],116,"Office of Legal Affairs, Lindley Hall 185
1 Ohio University
Athens, OH 45701",,,,740-593-2626,740-593-0200,,,,,,False,http://author.oit.ohio.edu/legal/staff2.cfm,,,,/agency/ohio-116/ohio-university-470/,390,0.0,100.0
4521,Office of the Governor,office-governor-ohio,approved,False,[],116,,,michael.duchesne@governor.ohio.gov,,,,http://www.governor.ohio.gov/Home.aspx,,,,,False,,,,,/agency/ohio-116/office-governor-ohio-4521/,99,0.0,18.181818181818183
436,The Ohio State University,ohio-state-university,approved,False,[u'School'],116,"Enarson Hall 154 W 12th Avenue
Columbus, Ohio 43210",,culley.8@osu.edu,,(614) 292-0611,(614) 292-8699,,,,,,False,http://legal.osu.edu/meetstaff.php,,,,/agency/ohio-116/ohio-state-university-436/,14,0.0,75.0
4636,Office of Budget Management (OH),office-budget-management-oh,approved,False,[],116,"Office of Budget and Management
30 E. Broad Street, 34th Floor
Columbus, Ohio 43215
",,Dave.Pagnard@obm.ohio.gov,,614-466-6674,614-466-3813,http://obm.ohio.gov/,,,,,False,,,,,/agency/ohio-116/office-budget-management-oh-4636/,0,0.0,0.0
4637,Ohio Facilities Construction Commission,ohio-facilities-construction-commission,approved,False,[],116,"30 W. Spring St., 4th Floor	 	 	 	
Columbus, Ohio 43215	 	 	 	",,info@ofcc.ohio.gov,,614.466.6290,,http://ofcc.ohio.gov/,,,,,False,,,,,/agency/ohio-116/ohio-facilities-construction-commission-4637/,110,0.0,0.0
844,Ohio State Highway Patrol,ohio-state-highway-patrol,approved,False,[u'Police'],116,"Ohio State Highway Patrol
P.O. Box 182074
Columbus, Ohio 43223",,wwwohp@dps.state.oh.us,,(614) 752-2792,(614) 752-8410,,,,,,False,http://statepatrol.ohio.gov/media.stm,,,,/agency/ohio-116/ohio-state-highway-patrol-844/,55,0.0,52.0
897,Secretary of State,secretary-state,approved,False,[u'Elections'],116,"180 East Broad Street, 16th Floor
Columbus, Ohio 43215",,dbowling@ohiosecretaryofstate.gov,,6144662655,,,,,,,False,http://www.sos.state.oh.us/SOS/mediaCenter.aspx,,,,/agency/ohio-116/secretary-state-897/,20,0.0,25.0
932,Treasurer,treasurer,approved,False,[u'Finance'],116,"State Treasurer of Ohio
30 E. Broad Street - 9th Floor    
Columbus, Ohio 43215",,constituentaffairs@tos.ohio.gov,,800-228-1102,,,,,,,False,http://www.tos.ohio.gov/contact_us,,,,/agency/ohio-116/treasurer-932/,35,0.0,0.0
4871,Office of the Attorney General - Ohio,office-of-the-attorney-general-ohio,approved,False,[],116,"30 E. Broad St., 14th Floor
Columbus, OH 43215",,,,,614-466-5087,http://www.ohioattorneygeneral.gov/Legal/Sunshine-Laws,,,,,False,,,,,/agency/ohio-116/office-of-the-attorney-general-ohio-4871/,22,0.0,37.5
3959,Bureau of Motor Vehicles,bureau-of-motor-vehicles,approved,False,[],116,"Ohio Bureau of Motor Vehicles
ATTN: Record Request
PO Box 16520
Columbus, OH 43216-6520",,MRankin@dps.state.oh.us,,614-752-7500,,,,,,,False,http://codes.ohio.gov/orc/149.43v1,,,,/agency/ohio-116/bureau-of-motor-vehicles-3959/,16,0.0,100.0
4028,Office of the Inspector General,office-inspector-general,approved,False,[u'Inspector General'],116,"Rhodes State Office Tower
30 East Broad Street - Suite 2940
Columbus, Ohio 43215-3414",,oig_watchdog@oig.state.oh.us,,614-644-9110, 614-644-9504,http://watchdog.ohio.gov/,,,,,False,,,,,/agency/ohio-116/office-inspector-general-4028/,4,0.0,100.0
4049,Correctional Institution Inspection Committee,correctional-institution-inspection-committee,approved,False,[],116,"Riffe Center
15th Floor
77 S. High Street
Columbus, Ohio 43215 ",,,,(614) 466-6649,(614) 466-6929,http://www.ciic.state.oh.us/home,,,,,False,,,,,/agency/ohio-116/correctional-institution-inspection-committee-4049/,22,0.0,0.0
4167,"Ohio Department of Corrections and Rehabilitation, Office of the Chief Inspector",ohio-department-corrections-and-rehabilitation-office-chief-inspector,approved,False,[u'Corrections'],116,"770 West Broad Street
Columbus, Ohio 43222",,Andrew.Albright@odrc.state.oh.us,,614-752-1687,,http://www.drc.ohio.gov/web/ChiefInspector.htm,,,,,False,,,,,/agency/ohio-116/ohio-department-corrections-and-rehabilitation-office-chief-inspector-4167/,86,0.0,50.0
5614,Ohio Police & Fire Pension Fund,ohio-police-fire-pension-fund,approved,False,[],116,,,questions@op-f.org,,614-228-2975,614-628-1777,,,,,,False,https://www.op-f.org/(S(aovvk31xaxna2ezcioxjdg5c))/Information/ContactUs.aspx,,,,/agency/ohio-116/ohio-police-fire-pension-fund-5614/,32,0.0,100.0
5045,Department of Jobs and Family Services,department-of-jobs-and-family-services,approved,False,[],116,"Office of Communications
30 East Broad Street, 32nd Floor
Columbus, Ohio 43215-3414",,angela.terez@jfs.ohio.gov,,614-466-0292,614-466-0292,,,,,,False,,,,,/agency/ohio-116/department-of-jobs-and-family-services-5045/,3,0.0,50.0
5404,Wright State University,wright-state-university,approved,False,[],116,"Wright State University
4035 Col. Glenn Hwy.
Suite 300
Beavercreek, OH 45431",,com_marketing@wright.edu,,937-912-0646,,,,,,,False,http://www.wright.edu/office-of-marketing/about,,,,/agency/ohio-116/wright-state-university-5404/,30,0.0,0.0
5694,Development Services Agency,development-services-agency,approved,False,[],116,"Ohio Development Services Agency
77 South High Street,
29th Floor, Columbus, Ohio 43215",,jonathan.stock@development.ohio.gov,,614-728-3000,,,,,,,False,http://development.ohio.gov/,,,,/agency/ohio-116/development-services-agency-5694/,32,0.0,50.0
6282,University of Cincinnati,university-of-cincinnati,approved,False,[],116,"Public Records Manager
Office of General Counsel
University of Cincinnati
PO Box 210623
Cincinnati, OH 45221-0623
",,betty.gabbard@uc.edu,,513-556-6000,,,,,,,False,https://www.uc.edu/gencounsel.html,,,,/agency/ohio-116/university-of-cincinnati-6282/,0,0.0,66.66666666666666
6375,University of Dayton,university-of-dayton,approved,False,[],116,"University of Dayton
300 College Park
Dayton, OH 45469",,info@udayton.edu,,937-229-1000,,,,,,,False,https://www.udayton.edu/contact.php,,,,/agency/ohio-116/university-of-dayton-6375/,35,0.0,0.0
5989,Department of Commerce,department-of-commerce,approved,False,[],116,"Department of Commerce
77 South High Street, 23rd Floor
Columbus, OH 43215-6123",,matt.mullins@com.state.oh.us,,614-644-2360,,,,,,,False,http://www.com.ohio.gov/,,,,/agency/ohio-116/department-of-commerce-5989/,20,0.0,100.0
5613,Ohio Public Employee Retirement System,ohio-public-employee-retirement-system,approved,False,[],116,"Ohio Public Employee Retirement System
ATTN:  Legal Services
277 E. Town Street
Columbus, Ohio 43215-4642",,,,,614-224-9462,,,,,,False,,,,,/agency/ohio-116/ohio-public-employee-retirement-system-5613/,23,0.0,100.0
5762,Corrections Center of Northwest Ohio,corrections-center-northwest-ohio,approved,False,[],116,"CCNO
Public Records Request
03151 County Road 2425
Stryker, OH 43557",,ccnoregional@gmail.com,,419-428-3800,419-428-2119,http://www.ccnoregionaljail.org/Public%20Records.htm,,,,,False,,,,,/agency/ohio-116/corrections-center-northwest-ohio-5762/,0,0,0
5543,University System of Ohio,university-system-of-ohio,rejected,False,[],116,,,,,,,,,,,,False,,,,,/agency/ohio-116/university-system-of-ohio-5543/,0,0,0
6121,Ohio Environmental Protection Agency,environmental-protection-agency,approved,False,[],116,"Ohio EPA - Central Office
Attn: Rich Bouder
P.O. Box 1049
Columbus, Ohio 43216-1049",,richard.bouder@epa.ohio.gov,,614-644-2782,614-644-3184,,,,,,False,,,,,/agency/ohio-116/environmental-protection-agency-6121/,15,0.0,75.0
4165,Ohio Department of Education,ohio-department-of-education,approved,False,[],116,"Ohio Department of Education
25 South Front Street
Columbus, Ohio",,sherry.worstell@education.ohio.gov,,614-728-5959,,http://education.ohio.gov/,,,,,False,http://education.ohio.gov/Miscellaneous/Privacy/Public-Records-Policy,,,,/agency/ohio-116/ohio-department-of-education-4165/,0,0.0,0.0
4147,Ohio Department of Administrative Services,ohio-department-administrative-services,approved,False,[],116,"Records Management
2080 Integrity Drive
Columbus, OH 43209
",,Shelia.Smith@das.ohio.gov,,614.466.1105,614.728.9143,http://das.ohio.gov/,,,,,False,,,,,/agency/ohio-116/ohio-department-administrative-services-4147/,223,0.0,23.076923076923077
749,Ohio National Guard,ohio-national-guard,approved,False,[u'Military'],116,"Ohio Army National Guard
Adjutant General's Department
ATTN: NGOH-IMZ-AF ATTN: FOIA Manager
2825 W Dublin Granville Rd
Columbus, OH  43235-2789
",,FOIAOH@NG.ARMY.MIL,,(614) 336-7447 ,,,,,,,False,,,,,/agency/ohio-116/ohio-national-guard-749/,72,0.0,33.33333333333333
8832,Michigan Department of Health and Human Services,michigan-department-of-health-and-human-services,approved,False,[],117,"MDHHS
Attn: FOIA Coordinator
Bureau of Legal Affairs
PO Box 30195
Lansing, Michigan 48909",,MDHHS-foia@michigan.gov,,,,,,,,,False,http://www.michigan.gov/mdhhs/,,,,/agency/michigan-117/michigan-department-of-health-and-human-services-8832/,22,0.0,0.0
8509,Department of Insurance and Financial Services,department-insurance-and-financial-services,approved,False,[],117,"FOIA Coordinator
Dept. of Insurance and Financial Services
P.O. Box 30220
Lansing, MI 48909-7720",,DIFS-FOIA@michigan.gov,,517-284-8800,517-284-8851,"http://www.michigan.gov/difs/0,5269,7-303-64120_64122-40266--,00.html",,,,,False,,,,,/agency/michigan-117/department-insurance-and-financial-services-8509/,0,0.0,0.0
2441,Clawson Public Schools,clawson-public-schools,approved,False,[],117,"626 Phillips Ave.
Clawson, MI 48017",,,,248-655-4411,248-655-4422,,,,,,False,http://www.clawson.k12.mi.us/pages/Clawson_Public_Schools,,,,/agency/michigan-117/clawson-public-schools-2441/,27,0.0,33.33333333333333
5492,Michigan Secretary of State,secretary-of-state,approved,False,[],117,"Michigan Department of State
Attn: FOIA Coordinator
P.O. Box 30204 
Lansing, MI 48918",,MDOS-FOIA@michigan.gov,,517-241-3463,,,,,,,False,http://www.michigan.gov/sos,,,,/agency/michigan-117/secretary-of-state-5492/,96,33.33333333333333,33.33333333333333
